"rowid","content","content_clean","label","hashtags_count","mentions_count","url_count","content_length","vocab_richness","n_capital_letters","n_punctuation_marks","n_curses","unique_words","total_words","numbers_count","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","afinn_sentiment","verbs","adjectives","nouns"
5111,"aw rats-i hate to hear that about my car","aw ratsi hate to hear that about my car","0",0,0,0,40,1,0,1,0,9,9,0,1,0,1,1,0,1,0,0,1,0,-3,2,0,1
5112,"aw shittt they was talkin bad? Lol fuck emmm I wuz messin around seen u live","aw shi they was talkin bad lol fuck e i wuz messin around seen u live","0",0,0,0,76,1,2,1,1,16,16,0,1,0,1,1,0,1,0,0,1,0,-4,5,2,2
5113,"aw that sucks baby. Just one more reason to love this snow.","aw that sucks baby just one more reason to love this snow","0",0,0,0,59,1,1,2,0,12,12,0,0,0,0,0,2,0,0,0,0,3,0,3,1,2
5114,"aw that sucks!","aw that sucks","1",0,0,0,14,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,-3,2,0,0
5115,"aw that sucks!  hope you are feeling better soon!","aw that sucks hope you are feeling better soon","0",0,0,0,49,1,0,2,0,9,9,0,1,2,1,1,2,1,2,2,1,2,2,3,0,1
5116,"aw that sucks.","aw that sucks","1",0,0,0,14,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,-3,2,0,0
5117,"Aw that sucks. I didn't get incomprehensible profs until 3rd year :P","aw that sucks i didnt get incomprehensible profs until rd year p","0",0,0,0,68,1,3,3,0,12,12,0,0,0,0,0,0,0,0,0,1,0,-3,3,2,3
5118,"aw that sucks. it will get better  the day's not over yet :D","aw that sucks it will get better the days not over yet d","0",0,0,0,60,1,1,3,0,13,13,0,0,0,0,0,0,0,0,0,0,0,-1,3,1,1
5119,"Aw.  Thanks for the hate!  I'm all warm and fuzzy!","aw thanks for the hate im all warm and fuzzy","0",0,0,0,50,1,3,4,0,10,10,0,1,0,1,1,0,1,0,0,1,0,0,0,3,2
5120,"Aw. That sucks. We'll have plenty of good food  wine  and company for you after though.","aw that sucks well have plenty of good food wine and company for you after though","0",0,0,0,87,1,3,4,0,16,16,0,0,1,0,0,2,0,1,2,0,2,0,2,1,5
5121,"awe  how gay :P","awe how gay p","1",0,0,0,15,1,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5122,"awe man that is going to piss alot of people off.","awe man that is going to piss alot of people off","0",0,0,0,49,1,0,1,0,11,11,0,0,0,0,0,0,0,0,0,0,0,-4,2,1,2
5123,"awe that sucks I backup at least once every 2 weeks","awe that sucks i backup at least once every weeks","0",0,0,0,51,1,1,0,0,10,10,1,0,0,0,0,0,0,0,0,0,0,-3,1,0,2
5124,"Awesome :) I hate updating the BIOS LOL","awesome i hate updating the bios lol","0",0,0,0,39,1,4,2,0,7,7,0,1,0,1,1,0,1,0,0,1,0,4,2,1,1
5125,"Awesome. I make pretty good waffles  but can't make pancakes to my own satisfaction. Too damn picky about them.","awesome i make pretty good waffles but cant make pancakes to my own satisfaction too damn picky about them","0",0,0,0,111,0.947368421052632,3,4,0,18,19,0,1,2,1,0,2,0,1,2,1,2,4,2,4,4
5126,"awesome. now getchur ass to work.","awesome now getchur ass to work","0",0,0,0,33,1,0,2,1,6,6,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1
5127,"Awesome. Wouldn't have been near as funny w/o his contagious laughter or all the ass authorities making comments...","awesome wouldnt have been near as funny wo his contagious laughter or all the ass authorities making comments","0",0,0,0,115,1,2,6,1,18,18,0,0,1,1,1,1,0,1,0,2,1,3,1,3,4
5128,"Awesome...Love it or Hate it...An Atmospher of Change...is HERE","awesomelove it or hate itan atmospher of changeis here","1",0,0,0,63,1,7,9,0,9,9,0,1,0,1,1,0,1,0,0,1,0,-3,2,1,2
5129,"aww  I knoow  I hate that! :-P","aww i knoow i hate that p","1",0,0,0,30,0.857142857142857,3,3,0,6,7,0,1,0,1,1,0,1,0,0,1,0,-3,2,0,1
5130,"aww  that soo sucks D:","aww that soo sucks d","1",0,0,0,22,1,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,-3,2,0,0
5131,"Aww damn Majesters.. took it back to throwback Harlem yo @abanks32 Homegirl new spot cant be better than Famous Fish on 45th!","aww damn majesters took it back to throwback harlem yo abanks homegirl new spot cant be better than famous fish on th","0",0,1,0,125,1,6,4,0,22,22,0,1,0,1,0,0,0,0,0,1,1,-2,1,4,10
5132,"aww damn so u cant even see that video i posted. i know that should would def take u back to the good old days!","aww damn so u cant even see that video i posted i know that should would def take u back to the good old days","0",0,0,0,111,0.88,0,2,0,22,25,0,1,1,1,0,1,0,1,1,1,1,-1,4,2,2
5133,"aww damn!  I think we need to kick him out the league!  LOL","aww damn i think we need to kick him out the league lol","0",0,0,0,59,1,2,2,0,13,13,0,2,0,1,0,0,0,0,0,2,1,-1,3,0,0
5134,"Aww here u go! Lol Don't hate on TJ. He's an Adonis! Haha!","aww here u go lol dont hate on tj hes an adonis haha","0",0,0,0,58,1,7,6,0,13,13,0,1,0,1,1,0,1,0,0,1,0,3,4,0,1
5135,"aww man that sucks ((hugs))","aww man that sucks hugs","0",0,0,0,27,1,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,2
5136,"Aww man! Dat sucks. . But at least ya got something to fall back on! Now GRIND HARD! I LOVE YOUR SONGS!","aww man dat sucks but at least ya got something to fall back on now grind hard i love your songs","0",0,0,0,103,1,10,6,0,21,21,0,0,0,0,0,1,1,0,0,1,1,-1,4,1,4
5137,"aww that's awful!! XD I loved the art  and watching them all freak out. I hated the asian dude  he was a dmbass.","aww thats awful xd i loved the art and watching them all freak out i hated the asian dude he was a dmbass","1",0,0,0,112,0.91304347826087,3,5,0,21,23,0,1,1,1,1,1,2,1,0,1,1,-3,5,2,4
5138,"aww that sucks :( I hate hiccups  and that whole ""scaring yourself is the cure"" crap never works for me.","aww that sucks i hate hiccups and that whole scaring yourself is the cure crap never works for me","0",0,0,0,104,0.95,1,5,1,18,19,0,1,0,2,1,0,1,0,0,2,0,-9,4,1,4
5139,"aww that sucks man. you've learned a lesson for your kids... leave'em in the cold or spare key under the poinsetta pot","aww that sucks man youve learned a lesson for your kids leaveem in the cold or spare key under the poinsetta pot","1",0,0,0,118,0.954545454545455,0,6,0,21,22,0,0,1,0,0,0,0,0,1,1,1,-3,4,3,5
5140,"aww that sucks! Sorry to hear it :(","aww that sucks sorry to hear it","0",0,0,0,35,1,1,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,-4,3,1,0
5141,"aww that sucks.","aww that sucks","0",0,0,0,15,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,-3,2,0,0
5142,"aww that sucks...im sorry. what a way to start the morning.","aww that sucksim sorry what a way to start the morning","0",0,0,0,59,1,0,5,0,11,11,0,0,1,0,0,0,0,0,0,0,0,-1,2,0,2
5143,"aww.. im sure you'll kick newton in the ass!! go go go go!!","aww im sure youll kick newton in the ass go go go go","0",0,0,0,59,0.846153846153846,0,7,0,10,13,0,1,0,0,0,0,0,0,0,2,0,-4,4,2,3
5144,"Aww... Dnt hate the weather  rain can be so soothing sometimes!^^ I still have one more test DD:","aww dnt hate the weather rain can be so soothing sometimes i still have one more test dd","1",0,0,0,96,1,4,5,0,18,18,0,1,0,1,1,1,1,0,1,1,1,0,2,3,5
5145,"aww...it never snows in texas. it snowed a few years ago. but that was just a freak accident! it hadn't snowed for 100 years.","awwit never snows in texas it snowed a few years ago but that was just a freak accident it hadnt snowed for years","0",0,0,0,125,0.875,0,8,0,19,23,1,0,0,0,1,0,1,1,0,1,0,-2,3,2,5
5146,"Awww  but I'm a nerd. (Does that help any? :) )","a but im a nerd does that help any","0",0,0,0,47,1,3,7,0,8,9,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
5147,"Awww bless  darling  you know you can *always* wear a wig and stilettos. In other news: National Treasure sucks.","a bless darling you know you can always wear a wig and stilettos in other news national treasure sucks","0",0,0,0,112,0.947368421052632,4,5,0,17,19,0,0,2,0,0,3,0,0,4,1,3,1,2,3,6
5148,"awww damn. sending healing light.","a damn sending healing light","0",0,0,0,33,1,0,2,0,5,5,0,1,1,1,0,1,0,0,1,1,1,-4,1,0,3
5149,"awww feel better! i hate it wen tht happens to me","a feel better i hate it wen tht happens to me","0",0,0,0,49,1,0,1,0,11,11,0,1,0,1,1,0,1,0,0,2,0,-1,2,2,2
5150,"awww man e'rbody coolin' my wild ass brother was buggin earlier  so i went a drunk a 5th to the head wit my cuz bout noon but","a man erbody coolin my wild ass brother was buggin earlier so i went a drunk a th to the head wit my cuz bout noon but","0",0,0,0,125,0.925925925925926,0,2,1,24,27,0,1,0,0,0,0,0,1,1,3,2,-6,3,2,9
5151,"awww that sucks I'm sorry!!!","a that sucks im sorry","0",0,0,0,28,1,1,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,-4,1,1,0
5152,"awww what package? dang that sucks though! i hope its not makeup :(","a what package dang that sucks though i hope its not makeup","0",0,0,0,67,1,0,4,0,12,12,0,0,1,0,0,1,0,1,1,0,1,-1,3,0,2
5153,"Awwww  that sucks!  Well  hope twitter helps!  Have you been on any forums today?","a that sucks well hope twitter helps have you been on any forums today","0",0,0,0,81,1,3,3,0,14,14,0,0,1,0,0,1,0,1,1,0,1,1,2,1,4
5154,"awwww im sorry to hear i know you and steph were so excited to move too :( i hate your neighbors sooo much!!!","a im sorry to hear i know you and steph were so excited to move too i hate your neighbors s much","0",0,0,0,109,0.91304347826087,0,5,0,20,22,0,1,1,1,1,1,1,1,1,1,1,-1,4,3,2
5155,"awwww! I knew those damn haters were gonna do that.  Thank goodness I coped it before it was deleted.  YAY","a i knew those damn haters were gonna do that thank goodness i coped it before it was deleted yay","0",0,0,0,106,0.9,4,3,0,18,20,0,1,1,1,0,1,0,1,1,1,1,-2,5,1,4
5156,"Awwww! That sucks when that happens  be strong love","a that sucks when that happens be strong love","0",0,0,0,51,1,2,1,0,8,9,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1
5157,"awwww. ur last twitters were kinda adorable. not in a gay way","a ur last twitters were kinda adorable not in a gay way","0",0,0,0,61,1,0,2,1,11,12,0,0,0,0,0,1,0,0,0,0,1,3,0,3,3
5158,"Awwww....DUDE. That sucks!! Hope you find a paperclip and a rubberband!!","a dude that sucks hope you find a paperclip and a rubberband","0",0,0,0,72,0.909090909090909,4,9,0,10,12,0,0,1,0,0,1,0,1,1,0,1,-1,2,0,4
5159,"awwwwz poor little emo girl","a z poor little emo girl","1",0,0,0,27,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,-2,0,2,3
5160,"awz cum ova","awz cum ova","1",0,0,0,11,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5161,"aye  it sucks when you end up in that situation where you don't know what to do book learnin' is anti fucked. imo.","aye it sucks when you end up in that situation where you dont know what to do book learnin is anti fucked imo","1",0,0,0,114,0.956521739130435,0,4,0,22,23,0,0,0,0,0,0,0,0,0,0,1,-8,5,0,4
5162,"Baby-fat Obama. Honestly that doesn't look like the guy. But that does look like a Hawaii joint. I'm just sayin'.","babyfat obama honestly that doesnt look like the guy but that does look like a hawaii joint im just sayin","0",0,0,0,113,0.85,6,8,0,17,20,0,0,0,0,0,0,0,0,0,0,0,4,4,1,2
5163,"baby  don't hate me. http://bit.ly/nc2u","baby dont hate me u","0",0,0,0,39,1,0,7,0,5,5,0,1,0,1,1,1,1,0,0,1,1,-3,1,0,1
5164,"Back at ya  I have Fat Tire at home!!!!!! :)","back at ya i have fat tire at home","0",0,0,0,44,0.9,4,8,0,8,9,0,0,0,1,0,0,1,0,0,1,0,0,1,1,3
5165,"Back at ya bro! Thee Oh Sees are playing Thursday and I actually have some money now  lets fucking rage!","back at ya bro thee oh sees are playing thursday and i actually have some money now lets fucking rage","0",0,0,0,104,1,6,2,1,20,20,0,2,1,0,0,1,0,1,1,1,1,-6,4,0,6
5166,"Bad ass!","bad ass","0",0,0,0,8,1,1,1,0,2,2,0,1,0,1,1,0,1,0,0,2,0,-7,0,1,1
5167,"bad mood. i think its bedtime. i hate alcohol it ruins everything. :( hey what u doin 2night? x","bad mood i think its bedtime i hate alcohol it ruins everything hey what u doin night x","1",0,0,0,95,0.947368421052632,0,6,0,17,18,0,2,0,2,2,0,2,0,0,2,0,-8,3,1,2
5168,"Bad teeth? My husband is retentive about tooth care-his teeth are rotting themselves....sucks either way.","bad teeth my husband is retentive about tooth carehis teeth are rotting themselvessucks either way","0",0,0,0,105,1,2,7,0,14,15,0,1,0,2,1,0,1,0,0,2,0,-3,1,2,6
5169,"bah humbug! J/K She is the shit  I always had the hots for her. Damn what happened to all this great music??","bah humbug jk she is the shit i always had the hots for her damn what happened to all this great music","0",0,0,0,108,0.954545454545455,5,5,1,21,22,0,3,0,3,0,1,2,0,0,3,1,-5,3,2,5
5170,"bahahaha i love you. and ugh i wish i was on my way to va with @heyheatherr fuck the weatherr.","bahahaha i love you and ugh i wish i was on my way to va with heyheatherr fuck the weatherr","1",0,1,0,94,0.9,0,3,1,18,20,0,0,0,0,0,1,0,0,0,0,1,0,3,0,4
5171,"BALLIN! on another note i hate nursing school why do i have to sit here and learn about the latest forms of birthcontrol wth!","ballin on another note i hate nursing school why do i have to sit here and learn about the latest forms of birthcontrol wth","0",0,0,0,125,0.958333333333333,1,2,0,23,24,0,1,0,1,1,0,1,0,1,1,1,-3,5,1,6
5172,"band nerd alert!! Lol","band nerd alert lol","1",0,0,0,21,1,1,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
5173,"basically we agreed that you/http://lofistl.com are awesome/bad ass. Not gonna lie  i brought you up! ;)","basically we agreed that youare awesomebad ass not gonna lie i brought you up","1",0,0,0,104,1,1,10,0,14,14,0,1,0,1,0,0,1,0,1,2,1,-3,4,1,2
5174,"be careful! Hood pigeons don't give a FUCK and pack heat! I've been robbed by them on countless occasions!","be careful hood pigeons dont give a fuck and pack heat ive been robbed by them on countless occasions","1",0,0,0,106,1,3,5,0,19,19,0,1,0,1,1,0,0,0,0,1,1,-2,2,2,7
5175,"Be happy it's not ""I HATE YOU  YOU'RE RUINING MY LIFE!""... that'll come in about 8 more years.","be happy its not i hate you youre ruining my life thatll come in about more years","0",0,0,0,94,1,9,10,0,17,17,1,1,1,1,1,1,1,0,1,1,1,-2,3,2,2
5176,"Be prepared for Toro to be a comple ass...","be prepared for toro to be a comple ass","1",0,0,0,42,1,2,3,0,8,9,0,0,1,0,0,0,0,0,1,1,1,-3,1,1,2
5177,"Be ready? Well damn. Yes sir  I will be ready!","be ready well damn yes sir i will be ready","0",0,0,0,46,1,4,3,0,8,10,0,1,1,1,0,0,0,0,1,1,1,-3,0,2,0
5178,"beachwood bbq misses us.  i had a dream with kyle in a pig suit drinking pliny the elder. weird.","beachwood bbq misses us i had a dream with kyle in a pig suit drinking pliny the elder weird","0",0,0,0,96,0.947368421052632,0,3,0,18,19,0,0,0,2,0,0,0,0,1,3,1,-1,3,1,7
5179,"beans?  are you kidding?  i HATE beans!!  seriously  this is the best chili ever  and i always thought my mom's was the best.","beans are you kidding i hate beans seriously this is the best chili ever and i always thought my moms was the best","0",0,0,0,125,0.91304347826087,1,6,0,19,23,0,1,1,1,1,0,1,0,0,1,0,3,3,2,4
5180,"Bears are awful evil killing machines.  Cowboys are cool...Jerry Jones sucks.","bears are awful evil killing machines cowboys are cooljerry jones sucks","0",0,0,0,77,0.909090909090909,4,5,0,10,11,0,3,0,2,3,0,3,0,0,3,0,-12,1,2,5
5181,"beast my pussy  bitch. LMAO...that's creepy.","beast my pussy bitch lmaothats creepy","1",0,0,0,44,1,1,6,1,6,6,0,2,0,1,2,0,1,0,0,2,0,-5,0,1,3
5182,"beat that bitch with a bat","beat that bitch with a bat","1",0,0,0,26,1,0,0,1,6,6,0,1,0,1,1,0,1,0,0,1,0,-5,1,0,2
5183,"Because ""Oh  for fuck's sake!"" has so much more impact. And our generation likes to offend old people as deeply as possible.","because oh for fucks sake has so much more impact and our generation likes to offend old people as deeply as possible","1",0,0,0,124,0.954545454545455,3,6,0,21,22,0,1,0,1,0,0,0,0,0,1,0,0,2,3,5
5184,"because I hate you. The last one I rewrote cuz there was a typo and it was bothering me","because i hate you the last one i rewrote cuz there was a typo and it was bothering me","1",0,0,0,87,0.894736842105263,3,1,0,17,19,0,2,0,1,1,0,2,0,0,2,0,-3,4,1,1
5185,"because like everything you do  its ASS Backwards !!!!","because like everything you do its ass backwards","1",0,0,0,54,1,2,4,0,8,8,0,0,0,1,0,0,0,0,0,2,0,-2,1,0,2
5186,"because someone that im not friends with anymore bought the shoes that i want just to piss me off. but im better now.","because someone that im not friends with anymore bought the shoes that i want just to piss me off but im better now","0",0,0,0,117,0.91304347826087,0,2,0,21,23,0,0,0,0,0,0,0,0,0,0,0,-1,3,0,2
5187,"Because the public school system sucks. Both the Chicago PS and Evanston PS were open today.","because the public school system sucks both the chicago ps and evanston ps were open today","0",0,0,0,92,0.875,6,2,0,14,16,0,0,1,0,0,0,0,0,2,0,1,-3,0,3,7
5188,"because the sandman is being a punk ass ho...","because the sandman is being a punk ass ho","1",0,0,0,45,1,0,3,1,9,9,0,0,0,0,0,0,0,0,0,1,0,-4,0,0,4
5189,"because working sucks. Wish I was an old money baby.","because working sucks wish i was an old money baby","0",0,0,0,52,1,2,2,0,10,10,0,1,1,0,0,2,0,1,1,0,3,-2,2,1,3
5190,"Because you're a coke whore maybe?","because youre a coke whore maybe","0",0,0,0,34,1,1,2,1,6,6,0,0,0,1,0,0,0,0,0,1,0,-4,0,0,1
5191,"Because you just stated that there is a minimal chance Zombs will invade  they will now! Damn you romy!","because you just stated that there is a minimal chance zombs will invade they will now damn you romy","0",0,0,0,103,0.894736842105263,3,2,0,17,19,0,2,0,1,1,0,1,2,0,2,0,-2,4,1,3
5192,"been here more then a hour just to get my vegas shit back damn slow service shiat","been here more then a hour just to get my vegas shit back damn slow service shiat","1",0,0,0,81,1,0,0,1,17,17,0,2,0,2,0,0,0,0,0,2,0,-8,1,1,5
5193,"been there done that  it really sucks. One of them isn't happy. I know I wasn't .","been there done that it really sucks one of them isnt happy i know i wasnt","0",0,0,0,81,0.941176470588235,3,5,0,15,16,0,0,1,0,0,1,0,0,1,0,1,0,3,1,0
5194,"Been there way too many times...  I hate it for ya!","been there way too many times i hate it for ya","0",0,0,0,51,1,2,4,0,11,11,0,1,0,1,1,0,1,0,0,1,0,-3,1,1,2
5195,"Been trying to find Run Run Rudolph..smart ass! (we're staring with it next Saturday)..Same versi... &#9835; http://blip.fm/~14szw","been trying to find run run rudolphsmart ass were staring with it next saturdaysame versi szw","0",1,0,0,130,0.941176470588235,6,19,0,15,16,1,0,0,0,0,0,0,0,0,2,0,-4,4,1,6
5196,"beer + excess = man-boobs. Damn those phytos...","beer excess manboobs damn those phytos","0",0,0,0,47,1,1,5,0,6,6,0,1,0,1,0,1,0,0,0,2,1,-4,0,0,4
5197,"being a control freak... it's like mental therapy to do stuff like Ann's.","being a control freak its like mental therapy to do stuff like anns","0",0,0,0,73,0.923076923076923,1,6,0,12,13,0,0,0,0,0,0,0,0,0,0,0,4,2,1,4
5198,"being a nerd with a camera downtown http://snipurl.com/9a5ct","being a nerd with a camera downtown a ct","0",0,0,0,60,0.875,0,5,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5199,"Being gay is not a ""behavior""! Until you alter that misperception it will be difficult for you see why gays are upset re RW","being gay is not a behavior until you alter that misperception it will be difficult for you see why gays are upset re rw","0",0,0,0,123,0.958333333333333,3,3,2,23,24,0,1,0,0,1,0,1,0,0,1,0,-3,2,2,5
5200,"Being hermit because I kewl like that! (""kewl"" meanin' ""loser"") lol jks","being hermit because i kewl like that kewl meanin loser lol jks","0",0,0,0,71,1,2,8,0,11,12,0,0,0,0,0,0,1,0,1,0,0,2,1,2,2
5201,"Being on fire is ""safe""? I'd hate to see what you consider peril!","being on fire is safe id hate to see what you consider peril","0",0,0,0,65,1,2,5,0,13,13,0,1,1,1,3,1,2,0,1,2,1,-6,2,2,3
5202,"Believe it or not  both of my parents know how to text  and my dad is over 60. They sooo kick ass.","believe it or not both of my parents know how to text and my dad is over they s kick ass","0",0,0,0,98,0.954545454545455,2,2,0,20,21,1,1,0,0,0,0,0,0,0,2,0,-4,2,0,5
5203,"believe it or not a lot of people do. I've had people aruge me down & say it's not FLA. I'm like ""It's on the damn license plates!""","believe it or not a lot of people do ive had people aruge me down say its not fla im like its on the damn license plates","0",0,0,0,131,0.928571428571429,4,10,0,24,27,0,1,0,1,0,0,0,0,0,1,0,-2,5,2,5
5204,"BELIEVE IT. lol. I still love you. It's just that I would hate myself for passing up an opportunity to laugh so hard @ a show.","believe it lol i still love you its just that i would hate myself for passing up an opportunity to laugh so hard a show","0",0,1,0,126,0.961538461538462,5,6,0,24,25,0,1,1,1,1,2,1,1,1,1,3,5,5,0,2
5205,"Believe me most domainers HATE parking their domains. What evidence do you have supporting your allegations?","believe me most domainers hate parking their domains what evidence do you have supporting your allegations","0",0,0,0,108,1,3,2,0,16,16,0,1,0,1,1,0,1,0,1,1,1,-2,5,1,4
5206,"benson- Dude fuck yea. I'm gonna bank tonight","benson dude fuck yea im gonna bank tonight","0",0,0,0,45,1,2,3,1,8,8,0,0,0,0,0,0,0,0,1,0,0,-4,1,0,5
5207,"Besides  if you can hate something great like Rush  I can hate something horrible like John Stockton.","besides if you can hate something great like rush i can hate something horrible like john stockton","0",0,0,0,101,0.764705882352941,5,1,0,13,17,0,2,0,3,2,0,1,0,0,3,0,-2,3,2,3
5208,"besides Fat Mike i dunno... does Amy Winehouse's refusal to go to rehab count? no no no?","besides fat mike i dunno does amy winehouses refusal to go to rehab count no no no","0",0,0,0,88,0.882352941176471,4,6,0,14,17,0,0,0,1,0,0,1,0,1,2,1,-3,2,3,4
5209,"best of luck to you. That sucks but you'll be glad you did it. You need to come wrestle sometime","best of luck to you that sucks but youll be glad you did it you need to come wrestle sometime","0",0,0,0,96,0.95,2,3,0,17,20,0,0,2,0,0,2,0,1,0,0,2,6,4,2,1
5210,"bet lol! i kick ass on tha wii","bet lol i kick ass on tha wii","0",0,0,0,30,1,0,1,1,8,8,0,1,0,0,0,0,0,0,0,2,0,-1,1,0,4
5211,"better give @dochobbes the #nerd prize. he's the nicest nerd i know.","better give dochobbes the nerd prize hes the nicest nerd i know","1",1,1,0,68,0.916666666666667,0,5,0,10,12,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3
5212,"Bey going to get her ass whipped!","bey going to get her ass whipped","1",0,0,0,33,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,1,0,-4,3,0,2
5213,"big fat fluffy flakes... so magical and beautiful  and best of all  it only lasted a few minutes.","big fat fluffy flakes so magical and beautiful and best of all it only lasted a few minutes","0",0,0,0,97,0.944444444444444,0,4,0,17,18,0,0,1,1,0,2,1,1,0,1,2,7,1,5,3
5214,"big fucking graphics?","big fucking graphics","0",0,0,0,21,1,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,-3,0,1,2
5215,"big mistake. we gotta even it out. who da fuck else is in!","big mistake we gotta even it out who da fuck else is in","1",0,0,0,58,1,0,3,1,13,13,0,0,0,0,0,0,1,0,0,1,0,-5,3,2,2
5216,"biggest loser contest  SFL sponsored ""advice"" and recipies in my inbox  walking clubs...you name it.","biggest loser contest sfl sponsored advice and recipies in my inbox walking clubsyou name it","0",0,0,0,100,1,1,6,0,15,15,0,0,0,0,0,0,0,0,1,0,0,-3,2,1,7
5217,"biiiiiishop! - fuck u want? - yo ass punk...","b shop fuck u want yo ass punk","1",0,0,0,44,0.888888888888889,0,7,2,8,8,0,0,0,0,0,0,0,0,0,1,0,-7,1,0,5
5218,"Bill Donahue? Seriously? Ask him why he uses hate speech against gays  women and Jews and maybe I'd listen to his complaints","bill donahue seriously ask him why he uses hate speech against gays women and jews and maybe id listen to his complaints","1",0,0,0,124,0.954545454545455,6,3,1,21,22,0,1,0,1,1,0,1,0,0,1,1,-3,4,0,7
5219,"Billy is really kicking ass... Dark vs New mini-poster will be in comic shops in 2 weeks BTW.","billy is really kicking ass dark vs new miniposter will be in comic shops in weeks btw","0",0,0,0,93,0.944444444444444,4,5,0,16,17,1,1,0,0,0,0,1,0,0,1,0,-4,1,2,5
5220,"bitch  hurry up!","bitch hurry up","1",0,0,0,16,1,0,1,1,3,3,0,1,1,1,1,0,1,0,0,1,0,-5,1,0,1
5221,"Bitch  I was doing laundry first. haha jk. Or am I?","bitch i was doing laundry first haha jk or am i","1",0,0,0,51,1,4,3,0,10,11,0,1,0,1,1,0,1,0,0,1,0,-2,1,0,3
5222,"bitch ass hot sounds pretty crappy.","bitch ass hot sounds pretty crappy","1",0,0,0,35,1,0,1,2,6,6,0,2,1,1,1,1,1,0,1,2,1,-8,1,2,1
5223,"bitch better save me one!","bitch better save me one","1",0,0,0,25,1,0,1,1,5,5,0,1,0,1,1,1,1,0,1,1,1,-1,2,0,0
5224,"bitch better share this vivid alt shit isnt doing anything for my vagina and its moistness. fuck.... EON I WANT TOSEECOPULATION","bitch better share this vivid alt shit isnt doing anything for my vagina and its moistness fuck eon i want toseecopulation","1",0,0,0,127,1,4,5,3,21,21,0,2,1,2,1,2,1,0,1,2,2,-9,3,2,8
5225,"Bitch forced me on the scale!!! She should be happy I didn't hve my glock!!!!!!","bitch forced me on the scale she should be happy i didnt hve my glock","0",0,0,0,79,1,3,10,0,15,15,0,1,1,1,2,1,1,0,1,2,1,-3,2,1,2
5226,"BITCH GET ONLINE  I FOUND CUTE SHOES","bitch get online i found cute shoes","0",0,0,0,36,1,7,0,0,7,7,0,1,0,1,1,1,1,0,1,1,2,-3,1,1,2
5227,"bitch i am an eagle scout i will cut you and then perform rudimentary but effective first aid on you","bitch i am an eagle scout i will cut you and then perform rudimentary but effective first aid on you","0",0,0,0,100,0.9,0,0,1,18,20,0,1,0,1,1,0,1,0,2,1,2,-4,2,4,3
5228,"Bitch I will cut you! @strong_bow Whatever happened to just smoking weed? @inject Because it makes us feel so good.","bitch i will cut you strongbow whatever happened to just smoking weed inject because it makes us feel so good","1",0,2,0,115,1,4,6,0,20,20,0,1,1,1,1,1,1,1,1,1,1,-3,6,2,2
5229,"Bitch ur crazy! Hahah mean I like mcr as much as the next guy  but ur making death threats to bob If he doesnt anwser you.","bitch ur crazy hahah mean i like mcr as much as the next guy but ur making death threats to bob if he doesnt anwser you","0",0,0,0,122,0.923076923076923,4,2,0,24,26,0,3,1,2,3,0,3,1,0,3,0,-9,5,3,4
5230,"bitch was craaaaaaaazzzzzzzzzzy!","bitch was cr y","1",0,0,0,32,1,0,1,1,4,4,0,1,0,1,1,0,1,0,0,1,0,-5,0,0,3
5231,"bitch we're going to vegas  call me when you get a chance for details.","bitch were going to vegas call me when you get a chance for details","0",0,0,0,70,1,0,2,1,14,14,0,1,0,1,1,0,1,1,0,1,0,-3,4,0,3
5232,"bitch what ? hahaha. j/k.","bitch what hahaha jk","1",0,0,0,25,1,0,4,1,4,4,0,1,0,1,1,0,1,0,0,1,0,-2,1,0,2
5233,"bitch you love me!","bitch you love me","1",0,0,0,18,1,0,1,1,4,4,0,1,0,1,1,1,1,0,0,1,1,-2,1,0,0
5234,"bitch you wanna go? Ill kick your ass","bitch you wanna go ill kick your ass","1",0,0,0,37,1,1,1,2,8,8,0,3,0,2,2,0,2,0,0,4,0,-11,3,1,2
5235,"bitch you wish.","bitch you wish","1",0,0,0,15,1,0,1,1,3,3,0,1,0,1,1,0,1,0,0,1,0,-4,1,0,0
5236,"Bitch!  You weren't following me!","bitch you werent following me","1",0,0,0,33,1,2,3,0,5,5,0,1,0,1,1,0,1,0,0,1,0,-5,2,0,1
